"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"2760",2760,50,6,60,10818,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,4,1910,1950,"Gable","CompShg",15,15,4,203,"TA","TA","BrkTil",4,3,4,6,913,6,0,1077,1077,"GasA","TA","Y",2,981,779,392,1760,0,0,1,1,4,1,3,7,1,1,3,6,1935,3,2,648,4,3,"Y",120,0,96,0,0,0,5,5,6,0,2,2006,5,"Abnorml",80000
"2761",2761,80,6,83,10184,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,5,1963,1963,"Gable","CompShg",7,7,2,379,"TA","TA","CBlock",3,3,2,2,580,6,0,503,1083,"GasA","TA","Y",1,1146,950,80,1146,0,1,1,0,3,1,3,6,1,1,2,2,1963,3,1,294,3,3,"Y",345,75,0,0,0,0,5,5,6,0,6,2006,4,"Normal",165000
"2762",2762,20,6,77,9510,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1962,1985,"Gable","CompShg",7,7,1,161,"TA","TA","CBlock",3,3,4,2,701,6,0,434,1135,"GasA","Ex","Y",1,1207,272,1064,1207,0,0,1,1,3,1,3,6,1,0,6,2,1962,2,1,264,3,3,"Y",0,240,0,0,0,0,5,5,6,0,5,2006,4,"Normal",147000
"2763",2763,20,6,80,10800,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1961,1992,"Gable","CompShg",7,7,2,104,"TA","TA","CBlock",3,3,4,4,913,6,0,400,1313,"GasA","TA","Y",1,1773,475,360,1773,1,0,2,0,3,1,3,6,3,2,3,2,1961,2,2,418,3,3,"Y",355,98,0,0,144,0,5,5,6,0,8,2006,5,"Normal",183000
"2764",2764,20,6,86,11650,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,1959,1959,"Hip","CompShg",11,11,1,58,"TA","TA","Slab",6,6,5,7,340,7,0,148,1420,"GasA","Gd","Y",2,1472,928,80,1472,0,0,2,0,2,1,2,5,1,1,2,2,1959,3,2,484,3,3,"Y",0,68,0,0,227,0,5,5,6,0,6,2006,4,"Normal",157500
"2765",2765,60,6,66,18275,"Pave",1,"IR1","HLS",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,8,1962,1998,"Gable","CompShg",11,11,4,226,"TA","TA","CBlock",3,3,1,2,636,6,0,802,1438,"GasA","TA","Y",1,1900,548,513,2448,1,0,3,0,3,1,3,9,1,2,2,2,1962,2,2,441,3,3,"Y",520,102,0,0,0,0,5,5,6,0,9,2006,4,"Normal",277500
"2766",2766,50,6,60,12144,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1.5Fin",4,6,1950,1950,"Gable","CompShg",3,16,4,348,"TA","TA","CBlock",3,3,4,4,455,6,0,455,910,"GasA","Gd","Y",1,910,611,420,1521,0,0,1,1,3,1,2,6,3,0,6,6,1950,3,1,597,4,3,"Y",199,0,168,0,0,0,5,5,6,0,9,2006,4,"Normal",147500
"2767",2767,90,6,60,8544,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",3,4,1950,1950,"Gable","CompShg",4,13,4,174,"TA","TA","Slab",6,6,5,7,500,7,0,197,1517,"Wall","Fa","N",3,1040,1162,114,1040,0,0,2,0,2,2,3,6,1,0,6,6,1950,3,2,400,3,4,"Y",0,0,0,0,0,0,5,5,6,0,12,2006,5,"Normal",81400
"2768",2768,90,6,75,8512,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1960,1960,"Hip","CompShg",4,4,4,228,"TA","TA","CBlock",3,4,4,6,500,6,0,1556,1556,"GasA","TA","Y",1,1556,1174,514,1556,0,0,2,0,4,2,3,8,1,0,6,7,1970,4,0,0,6,6,"Y",0,0,0,0,0,0,5,5,6,0,9,2006,5,"Normal",119000
"2769",2769,20,6,70,7000,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,4,1961,1961,"Hip","CompShg",4,4,4,161,"TA","TA","CBlock",3,3,4,1,781,6,0,369,1150,"GasA","TA","Y",1,1150,717,80,1150,0,0,1,0,3,1,3,6,1,0,6,2,1961,2,1,288,3,3,"Y",0,0,0,0,162,0,5,5,6,0,7,2006,4,"Normal",146000
"2770",2770,20,6,74,7400,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","NAmes","Artery","Norm","1Fam","1Story",7,6,1962,1962,"Gable","CompShg",16,16,4,278,"TA","TA","CBlock",3,3,4,5,809,6,0,236,1045,"GasA","Gd","Y",1,1045,624,120,1045,1,0,1,0,3,1,3,6,1,0,6,6,1962,3,2,528,3,3,"Y",0,0,0,0,0,0,5,5,6,0,3,2006,7,"Normal",120000
"2771",2771,20,6,70,7000,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","NAmes","Artery","Norm","1Fam","1Story",5,6,1962,1962,"Gable","CompShg",16,16,4,150,"TA","TA","CBlock",3,3,4,3,468,6,0,396,864,"GasA","Gd","Y",1,864,1045,114,864,0,1,1,0,3,1,3,5,1,0,6,2,1962,3,1,336,3,3,"Y",0,0,0,0,0,0,5,3,6,0,2,2006,4,"Normal",105000
"2772",2772,190,6,70,7000,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","NAmes","Artery","Norm","2fmCon","SFoyer",5,5,1962,1962,"Gable","CompShg",9,9,4,164,"TA","TA","CBlock",3,3,2,2,953,6,0,72,1025,"GasA","TA","Y",1,1025,823,371,1025,1,0,1,0,3,1,3,6,1,0,6,7,2005,4,0,0,6,6,"Y",96,80,0,0,0,0,5,5,6,0,3,2006,4,"Normal",124000
"2773",2773,70,8,62,9856,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,8,1900,2005,"Hip","CompShg",6,16,4,70,"Gd","Gd","PConc",4,3,4,6,604,6,0,716,716,"GasA","Ex","Y",2,1007,1007,205,2014,0,0,2,0,5,1,3,8,1,0,6,6,1900,3,2,624,3,3,"Y",0,72,167,0,0,0,5,5,6,0,6,2006,4,"Normal",169000
"2774",2774,50,8,60,9600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,6,1948,1950,"Gable","CompShg",9,9,5,264,"TA","TA","CBlock",3,3,4,4,276,6,0,936,1212,"GasA","Gd","Y",2,1226,442,450,1668,1,0,1,0,3,1,3,6,1,0,6,6,1948,3,1,240,3,3,"Y",0,0,140,0,0,0,5,5,6,0,5,2006,4,"Normal",135000
"2775",2775,50,8,60,5520,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1920,1980,"Gable","CompShg",16,16,4,502,"TA","TA","PConc",3,4,4,5,284,6,0,863,1147,"GasA","TA","N",1,1147,510,360,1657,0,0,1,0,4,1,4,9,1,1,3,6,1920,3,1,162,4,4,"N",0,0,0,0,0,0,5,5,6,0,7,2006,4,"Normal",111500
"2776",2776,50,8,60,9600,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1900,2004,"Gable","CompShg",16,16,4,200,"TA","TA","BrkTil",3,3,4,4,381,6,0,399,780,"GasA","Ex","Y",1,940,476,360,1416,0,1,1,0,3,1,2,7,1,0,6,6,1956,3,2,400,3,3,"Y",0,24,0,0,0,0,5,5,6,0,6,2006,4,"Normal",156500
"2777",2777,70,8,58,6451,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1900,1970,"Gable","CompShg",1,16,4,515,"TA","TA","Stone",3,3,4,4,208,6,0,504,712,"GasA","Gd","Y",1,848,580,436,1428,1,0,1,0,4,1,3,7,1,0,6,6,1985,1,2,576,3,3,"Y",264,0,84,0,0,0,5,5,6,0,5,2006,5,"Normal",139900
"2778",2778,70,8,66,3960,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1930,1950,"Gable","CompShg",16,16,4,80,"TA","TA","BrkTil",3,3,4,6,873,6,0,502,502,"GasA","TA","N",1,502,502,697,1004,0,0,1,0,2,1,2,5,1,1,5,6,1930,3,1,200,4,3,"N",280,0,68,0,0,0,5,2,6,0,7,2006,5,"Normal",105000
"2779",2779,190,8,56,7745,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",4,6,1900,1950,"Gable","CompShg",9,9,4,80,"Gd","TA","PConc",3,3,4,6,81,6,0,938,938,"GasA","Gd","N",1,1084,867,156,1951,0,0,2,0,4,2,4,9,1,0,6,6,1993,3,2,576,3,3,"P",0,6,28,0,0,0,5,5,6,0,4,2006,4,"Normal",111500
"2780",2780,30,8,56,7741,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",6,5,1924,1950,"Gable","CompShg",9,9,4,650,"TA","TA","BrkTil",3,4,4,3,143,4,72,817,1032,"GasA","Gd","N",2,1032,336,697,1032,0,0,1,0,2,1,3,5,1,0,6,6,1995,3,1,280,3,3,"Y",0,0,112,0,0,0,5,2,6,0,6,2006,5,"Abnorml",108000
"2781",2781,30,8,50,5633,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,7,1925,1950,"Gable","CompShg",9,14,4,23,"TA","TA","BrkTil",3,4,4,6,383,6,0,844,844,"GasA","TA","Y",1,844,750,234,844,0,0,1,0,2,1,3,5,1,0,6,6,1925,3,1,216,3,3,"N",50,81,123,0,0,0,5,5,6,0,7,2006,4,"Normal",111500
"2782",2782,20,8,60,7200,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg",9,9,4,408,"TA","TA","CBlock",3,3,4,6,415,6,0,576,576,"GasA","Ex","Y",1,864,1629,431,864,0,0,1,0,2,1,3,5,1,0,6,6,1952,2,1,528,3,3,"Y",0,0,0,0,115,0,5,5,6,0,8,2006,5,"Normal",105000
"2783",2783,70,8,42,7614,"Pave",1,"Reg","Lvl",1,"Inside","Mod","OldTown","Norm","Norm","1Fam","2Story",3,5,1905,1950,"Gable","CompShg",9,9,4,104,"TA","TA","BrkTil",3,4,3,6,1159,6,0,738,738,"GasA","Gd","Y",2,714,662,420,1376,0,0,1,0,2,1,3,7,1,0,6,6,1930,3,1,216,3,3,"N",0,0,104,0,225,0,5,5,6,0,3,2006,4,"Normal",96900
"2784",2784,190,8,50,6000,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","2fmCon","1Story",5,7,1955,1955,"Hip","CompShg",16,16,4,108,"TA","TA","CBlock",3,3,2,1,576,6,0,384,960,"GasA","TA","Y",2,960,448,572,960,1,0,1,0,3,1,3,5,1,0,6,6,1976,3,2,576,3,3,"Y",0,0,0,0,0,0,5,5,6,0,6,2006,4,"Normal",135500
"2785",2785,50,8,50,6000,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",5,7,1924,1950,"Gable","CompShg",9,9,2,145,"TA","Gd","PConc",3,3,4,6,637,6,0,816,816,"GasA","Ex","Y",1,816,750,473,1566,0,0,1,1,5,1,2,7,1,0,6,6,1976,3,2,450,3,3,"Y",24,0,296,0,0,0,5,2,6,0,8,2006,4,"Normal",139000
"2786",2786,30,8,52,7830,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,5,1921,1950,"Gable","CompShg",1,1,4,86,"TA","TA","BrkTil",4,3,4,5,416,6,0,76,492,"GasA","TA","Y",1,492,717,259,492,1,0,1,0,1,1,3,3,1,0,6,6,1921,3,1,200,4,3,"N",0,0,78,0,0,0,5,5,6,0,6,2006,5,"Normal",61500
"2787",2787,50,8,56,9576,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1945,1950,"Gable","CompShg",15,15,4,183,"TA","TA","CBlock",4,3,4,4,310,6,0,460,770,"GasA","TA","Y",1,885,297,473,1182,0,0,1,1,3,1,3,5,1,0,6,6,1945,3,1,378,4,3,"Y",0,0,0,0,0,0,5,3,6,0,5,2006,5,"Normal",120000
"2788",2788,30,8,48,5747,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",3,4,1920,1950,"Gable","CompShg",16,16,4,381,"TA","TA","PConc",3,3,4,6,552,6,0,798,798,"GasA","Gd","Y",1,840,546,512,840,0,0,1,0,2,1,4,5,1,0,6,6,1938,3,1,250,3,4,"N",112,0,0,0,0,0,5,5,6,0,6,2006,9,"Normal",64000
"2789",2789,75,8,70,6300,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",7,6,1910,2005,"Gable","CompShg",16,16,4,258,"TA","TA","BrkTil",3,3,4,6,1152,6,0,1226,1226,"GasA","Ex","Y",1,1226,878,697,2104,0,0,2,0,5,1,3,9,1,0,6,6,1910,3,2,432,4,3,"P",0,341,88,0,0,0,5,5,6,0,7,2006,4,"Normal",155000
"2790",2790,90,8,33,5976,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","Duplex","2Story",5,7,1920,1950,"Hip","CompShg",16,16,4,291,"TA","TA","PConc",3,3,4,6,550,6,0,624,624,"GasA","Gd","N",2,624,624,431,1248,0,0,2,0,2,2,3,8,1,0,6,7,1987,4,0,0,6,6,"N",0,130,256,0,0,0,5,5,6,0,12,2006,4,"Normal",93500
"2791",2791,20,8,65,9750,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1958,1958,"Hip","CompShg",7,7,4,356,"TA","TA","CBlock",3,3,4,6,812,6,0,960,960,"GasA","Ex","Y",1,960,975,572,960,0,0,1,0,3,1,3,5,1,0,6,6,2002,3,2,624,3,3,"Y",0,0,0,0,0,0,5,5,2,4500,7,2006,4,"Normal",125000
"2792",2792,50,6,63,4761,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",3,3,1918,1950,"Gable","CompShg",16,16,4,161,"Fa","Fa","BrkTil",3,4,4,6,1573,6,0,1020,1020,"GasA","Fa","N",4,1020,1157,120,1020,0,0,1,0,2,1,4,5,1,0,6,7,2007,4,0,0,6,6,"N",0,0,105,0,0,0,5,5,6,0,10,2006,9,"Normal",64500
"2793",2793,70,6,69,11737,"Pave",1,"IR1","Bnk",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",6,7,1924,1996,"Gambrel","CompShg",3,14,4,468,"TA","TA","BrkTil",3,3,4,6,673,6,0,848,848,"GasW","TA","N",1,1017,810,1064,1827,0,0,1,0,2,1,3,9,1,1,2,6,1943,3,1,240,4,3,"Y",27,36,42,0,0,0,5,1,6,0,5,2006,8,"Normal",202500
"2794",2794,50,8,51,6120,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",3,5,1930,1950,"Gable","CompShg",1,1,4,54,"Gd","TA","CBlock",3,3,4,4,347,6,0,381,728,"GasA","Ex","Y",1,728,434,234,1162,1,0,1,0,3,1,3,6,1,0,6,6,1930,3,1,258,4,5,"Y",0,24,0,0,0,0,5,5,6,0,11,2006,8,"Abnorml",75000
"2795",2795,50,8,51,6120,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1984,"Gable","CompShg",9,9,4,99,"TA","Gd","BrkTil",3,3,4,6,33,6,0,741,741,"GasA","Gd","Y",1,741,583,1064,1324,0,0,1,0,3,1,2,7,1,0,6,6,1930,3,1,180,4,3,"Y",0,0,55,0,0,0,5,5,6,0,2,2006,4,"Normal",110000
"2796",2796,30,6,50,11672,"Pave",2,"IR2","Lvl",1,"Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",5,5,1925,1950,"Gable","CompShg",9,9,4,20,"TA","TA","BrkTil",3,3,4,6,1237,6,0,816,816,"GasA","TA","Y",2,816,363,360,816,0,0,1,0,2,1,3,4,1,0,6,6,1925,3,1,210,4,4,"N",168,0,112,0,0,0,5,5,6,0,7,2006,8,"Normal",109000
"2797",2797,50,8,90,33120,"Pave",1,"IR3","Lvl",1,"Inside","Gtl","OldTown","RRAn","Feedr","1Fam","1.5Fin",6,5,1962,1962,"Gable","CompShg",4,16,4,82,"TA","TA","CBlock",3,3,4,6,425,6,0,1595,1595,"GasA","TA","Y",1,1611,875,481,2486,0,0,2,0,5,1,3,8,1,1,2,6,1962,3,2,576,3,3,"Y",0,0,0,0,0,0,5,5,6,0,10,2006,4,"Normal",220000
"2798",2798,50,8,60,10320,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1924,1950,"Gable","CompShg",9,9,4,532,"TA","TA","BrkTil",3,4,4,6,738,6,0,596,596,"GasA","Po","Y",3,834,596,144,1430,0,0,2,0,3,1,4,7,1,0,6,6,1924,3,2,370,4,4,"Y",218,0,0,0,210,0,5,5,6,0,10,2006,5,"Abnorml",107000
"2799",2799,70,8,60,7518,"Pave",2,"Reg","Lvl",1,"FR3","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",5,8,1910,2004,"Gable","CompShg",1,11,4,621,"Fa","Gd","BrkTil",4,4,4,6,191,6,0,396,396,"GasA","Gd","Y",1,665,665,140,1330,0,0,1,0,3,1,3,7,1,0,6,6,2001,3,1,390,3,3,"N",0,72,45,0,0,0,5,2,6,0,7,2006,5,"Normal",116500
"2800",2800,30,8,50,9000,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",5,4,1919,1950,"Gable","CompShg",16,16,4,318,"TA","TA","BrkTil",3,3,4,6,422,6,0,610,610,"GasA","Ex","N",2,819,608,390,819,0,0,1,0,2,1,2,4,1,0,6,7,1945,4,0,0,6,6,"N",0,0,0,0,0,0,5,5,6,0,9,2006,4,"Abnorml",72000
"2801",2801,30,8,60,7200,"Pave",2,"Reg","Lvl",1,"Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",6,6,1930,1950,"Gable","CompShg",15,15,4,171,"TA","TA","BrkTil",3,3,4,5,343,6,0,641,984,"GasA","TA","Y",3,984,797,479,984,0,0,1,0,3,1,3,6,1,0,6,6,1930,3,1,308,3,3,"N",0,0,164,0,0,0,5,5,6,0,3,2006,8,"Family",90000
"2802",2802,50,6,82,12375,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1.5Fin",5,5,1951,1951,"Gable","CompShg",7,7,5,41,"TA","Fa","CBlock",3,3,4,3,329,6,0,477,806,"GasA","TA","Y",1,1081,341,80,1422,1,0,1,0,3,1,3,7,1,1,3,6,1951,3,1,288,3,3,"Y",0,0,0,0,0,0,5,3,6,0,6,2006,4,"Normal",137500
"2803",2803,90,6,120,11136,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","Sawyer","Feedr","Feedr","Duplex","1Story",6,5,1964,1964,"Gable","CompShg",4,4,4,630,"TA","TA","CBlock",3,3,4,6,522,6,0,1921,1921,"GasA","TA","Y",1,1921,349,390,1921,0,0,2,0,4,2,3,8,1,0,6,6,1964,3,2,576,3,3,"Y",0,180,0,0,0,0,5,5,6,0,7,2006,5,"Normal",150000
"2804",2804,20,6,100,21370,"Pave",1,"Reg","Lvl",1,"FR2","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Gable","CompShg",16,9,4,52,"TA","TA","Slab",6,6,5,7,155,7,0,470,1444,"GasA","TA","Y",2,1640,873,514,1640,0,0,1,0,3,1,3,7,2,1,2,2,1950,2,2,394,3,3,"Y",0,0,225,0,0,0,5,5,4,600,6,2006,5,"Normal",131000
"2805",2805,30,6,55,8250,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1935,1950,"Gable","CompShg",16,16,4,246,"TA","TA","Slab",6,6,5,7,776,7,0,630,1090,"GasA","TA","N",1,1032,1285,436,1032,0,0,1,0,2,1,3,6,1,1,3,6,1939,3,1,260,3,3,"Y",0,0,121,0,0,0,5,5,6,0,6,2006,4,"Normal",125000
"2806",2806,30,6,50,5220,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",5,3,1936,1950,"Gable","CompShg",16,15,4,340,"TA","TA","BrkTil",3,3,4,6,100,6,0,830,830,"GasA","Gd","Y",1,879,756,53,879,0,0,1,0,2,1,3,4,1,0,6,6,1936,3,1,180,3,3,"P",0,108,0,0,0,0,5,5,6,0,1,2006,5,"Normal",80000
"2807",2807,20,6,50,5500,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","SWISU","Norm","Norm","1Fam","1Story",7,5,2004,2004,"Shed","CompShg",15,15,4,44,"TA","TA","PConc",2,2,3,1,510,5,373,190,1073,"GasA","Ex","Y",1,1073,860,514,1073,1,0,2,0,2,1,3,4,1,0,6,6,2004,3,1,246,3,3,"Y",0,120,0,0,0,0,5,5,6,0,5,2006,4,"Normal",157000
"2808",2808,20,6,60,11327,"Pave",2,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Hip","CompShg",7,7,2,305,"TA","TA","CBlock",3,3,2,2,779,6,0,285,1064,"GasA","TA","Y",1,1064,544,436,1064,0,1,1,0,3,1,3,6,1,1,3,2,1967,3,2,528,3,3,"Y",314,48,0,0,0,0,5,5,6,0,6,2006,4,"Normal",153600
"2809",2809,80,6,80,10366,"Pave",1,"IR1","Lvl",1,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,7,1964,1964,"Gable","CompShg",7,11,4,200,"TA","Gd","CBlock",3,3,2,1,456,6,0,456,912,"GasA","TA","Y",1,934,756,120,934,0,1,1,0,2,1,3,4,1,0,6,2,1964,3,1,336,3,3,"Y",77,0,0,0,0,0,5,1,4,500,7,2006,4,"Normal",132000
"2810",2810,20,6,75,9000,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,1966,"Gable","CompShg",11,11,4,1047,"TA","TA","CBlock",3,3,4,2,773,6,0,286,1059,"GasA","Gd","Y",1,1059,846,205,1059,1,0,1,0,3,1,3,6,1,0,6,2,1966,1,1,286,3,3,"Y",0,88,0,0,0,0,5,3,6,0,6,2006,4,"Abnorml",142500
"2811",2811,20,6,65,9535,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg",7,7,2,450,"TA","TA","CBlock",3,3,4,3,194,5,982,356,1176,"GasA","TA","Y",1,1458,732,53,1458,1,0,1,1,3,1,3,7,1,1,3,2,1967,3,2,512,3,3,"Y",284,0,0,0,0,0,5,2,6,0,7,2006,4,"Normal",165000
"2812",2812,80,6,81,7176,"Pave",2,"IR1","Lvl",1,"CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,6,1978,1978,"Gable","CompShg",7,7,2,200,"TA","TA","CBlock",3,2,1,1,794,6,0,166,960,"GasA","Fa","Y",1,1040,645,513,1040,1,0,1,0,3,1,3,6,1,1,4,6,1979,3,2,616,3,3,"Y",131,0,0,0,180,0,5,1,6,0,7,2006,4,"Normal",160500
"2813",2813,90,6,68,9662,"Pave",1,"IR1","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",5,4,1977,1977,"Gable","CompShg",11,11,4,278,"TA","TA","CBlock",2,3,4,6,641,6,0,1967,1967,"GasA","TA","Y",1,1967,800,259,1967,0,0,2,0,6,2,3,10,1,0,6,2,1977,1,2,580,3,3,"Y",170,0,0,0,0,0,5,5,6,0,8,2006,9,"Normal",156500
"2814",2814,90,6,75,8235,"Pave",2,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",5,4,1977,1977,"Gable","CompShg",11,11,2,99,"TA","TA","CBlock",3,3,4,4,483,6,0,1466,1949,"GasA","TA","Y",1,1949,606,232,1949,0,0,2,0,6,2,3,10,1,0,6,2,1977,2,2,586,3,3,"Y",32,0,0,0,0,0,5,5,6,0,5,2006,4,"Normal",157000
"2815",2815,30,6,90,17529,"Pave",1,"Reg","Lvl",1,"Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1924,1950,"Gable","CompShg",4,16,5,65,"TA","TA","BrkTil",3,3,4,6,607,6,0,872,872,"GasA","Fa","N",3,872,871,515,872,0,0,1,0,2,1,4,5,4,1,2,6,1924,3,1,322,4,4,"N",0,0,116,0,0,0,5,5,6,0,4,2006,2,"Normal",105000
"2816",2816,20,6,52,20355,"Pave",1,"Reg","Low",1,"Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",7,6,1967,1967,"Gable","Tar&Grv",11,11,2,123,"TA","TA","CBlock",2,3,2,4,810,2,826,229,1865,"GasA","TA","Y",1,1830,1089,513,1830,1,0,1,0,2,1,3,6,1,2,2,2,1967,3,2,521,3,3,"Y",0,115,168,0,0,0,5,5,6,0,6,2006,5,"Normal",278000
"2817",2817,20,6,87,13050,"Pave",2,"Reg","Low",1,"Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Flat","Tar&Grv",17,16,4,233,"TA","TA","CBlock",2,3,2,4,104,2,850,46,1000,"GasA","Ex","Y",1,1000,983,205,1000,1,0,1,0,1,1,3,4,1,2,3,2,1993,3,2,575,3,3,"Y",238,0,148,0,0,0,5,5,6,0,4,2006,4,"Normal",164000
"2818",2818,85,6,72,10820,"Pave",1,"Reg","Lvl",1,"Corner","Gtl","Sawyer","Feedr","Norm","1Fam","SFoyer",5,7,1971,1972,"Gable","CompShg",7,7,2,153,"TA","TA","PConc",2,3,2,1,535,4,159,88,782,"GasA","Ex","Y",1,810,596,572,810,1,0,1,0,2,1,3,4,1,0,6,6,1973,3,2,576,3,3,"Y",0,0,0,0,0,0,5,2,6,0,6,2006,4,"Normal",130000
